FinancialYear,Month,ReportDate,Metric_name,SiteDesc,Business_Unit,Indicator_Code,Performance,Remarks
2015/2016,Apr,01/04/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,5.066929134,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,3.097560976,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,1,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,5.923076923,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ007,2.831081081,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Missing,CQ007,0,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ007,1.03,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,30.66666667,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,0,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,2,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,3.439393939,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,0,
2015/2016,Aug,01/08/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,6.06846473,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,3.727272727,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,5,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,3.916666667,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,51.63636364,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,2.247826087,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,Others,Chase Farm Hospital,CQ007,0,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,0.97260274,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,3.434782609,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,3.5,
2015/2016,Dec,01/12/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,4.769376181,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,2.966292135,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,2.333333333,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,29.875,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,2.306859206,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,Others,Chase Farm Hospital,CQ007,0,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,1.086021505,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,3.611111111,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,1,
2015/2016,Feb,01/02/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,4.415289256,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,2.797297297,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,4.875,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,36.77777778,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,2.011811024,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,Others,Chase Farm Hospital,CQ007,0,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,0.969072165,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,2.673333333,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,2,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,1.5,
2015/2016,Jan,01/01/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,3.970654628,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,2.913978495,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,3,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,2.8,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ007,1.54954955,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Chase Farm Hospital,CQ007,0,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Missing,CQ007,0,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ007,1.03960396,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,32.16666667,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,0,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,1,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,2.921568627,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,1,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,1.428571429,
2015/2016,Jul,01/07/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,4.857913669,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,4.181818182,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,1,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,4.666666667,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ007,1.120762712,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Chase Farm Hospital,CQ007,0,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Missing,CQ007,0,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ007,1.096153846,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,22.85714286,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,0,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,0,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,3.270967742,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,7,
2015/2016,Jun,01/06/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,5.061420345,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,4.789473684,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,1.142857143,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,CQ007,0,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,31.125,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,2.013888889,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,Others,Chase Farm Hospital,CQ007,0,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,0.99009901,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,2.881578947,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,0,
2015/2016,Mar,01/03/2016,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,3.826168224,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,3.268817204,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,3.428571429,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ007,1.150341686,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Chase Farm Hospital,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Missing,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ007,1.208791209,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,41.8,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,2.666666667,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,1,
2015/2016,May,01/05/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,5.103921569,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,2.484848485,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,6.266666667,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ007,0,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Missing,CQ007,0,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,33.66666667,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,1.659574468,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,Others,Chase Farm Hospital,CQ007,0,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,1,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,2.934782609,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,2,
2015/2016,Nov,01/11/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,4.922056385,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,3.779816514,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,1,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,0,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,2.842105263,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ007,1.909747292,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Chase Farm Hospital,CQ007,0,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Missing,CQ007,0,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ007,1.033333333,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,32.63636364,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,2.588235294,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,1.333333333,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,3.269736842,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,1,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,2,
2015/2016,Oct,01/10/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,5.087030717,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ007,2.830188679,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ007,1.666666667,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ007,3.454545455,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ007,2.070460705,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Chase Farm Hospital,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Missing,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ007,0.471502591,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Missing,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ007,34.125,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,Others,Barnet Hospital,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,Others,Missing,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,Others,Royal Free Hospital,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ007,2.900662252,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ007,0,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ007,6.5,
2015/2016,Sep,01/09/2015,Elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ007,3.964083176,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ008,2.920908184,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ008,0.5,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ008,24.66666667,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ008,6.036144578,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ008,28.80689655,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,CHASE FARM HOSPITAL,Chase Farm Hospital,CQ008,5,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ008,0,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ008,0,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,Others,Barnet Hospital,CQ008,0.142857143,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,Others,Missing,CQ008,0,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,Others,Royal Free Hospital,CQ008,0,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,Others,NA,CQ008,0,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ008,2.794871795,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ008,0,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ008,0.086956522,
2015/2016,Apr,01/04/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ008,6.862289367,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ008,2.876195399,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ008,0,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ008,15.90909091,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ008,5.58988764,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,CHASE FARM HOSPITAL,Barnet Hospital,CQ008,24.10144928,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,CHASE FARM HOSPITAL,Missing,CQ008,33.66666667,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,CHASE FARM HOSPITAL,Royal Free Hospital,CQ008,0,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ008,131,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,Others,Barnet Hospital,CQ008,0,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,Others,Missing,CQ008,0,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,Others,Royal Free Hospital,CQ008,23,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ008,2.526436782,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ008,0,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ008,1.535714286,
2015/2016,Aug,01/08/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ008,6.633054893,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ008,4.856583794,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ008,0,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ008,25.5,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ008,6.608108108,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ008,0,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,Others,Barnet Hospital,CQ008,24.25925926,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,Others,Chase Farm Hospital,CQ008,0,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,Others,Missing,CQ008,14,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,Others,Royal Free Hospital,CQ008,0,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ008,2.797884841,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ008,0,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ008,6.28,
2015/2016,Dec,01/12/2015,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ008,6.958058718,
2015/2016,Feb,01/02/2016,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ008,2.837578087,
2015/2016,Feb,01/02/2016,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ008,0,
